geneName	name	chrom	strand	txStart	txEnd	txSize	cdsStart	cdsEnd	cdsSize
243	ZNF454	chr5	+	178368193	178393218	25025	178369792	178392974	23182
925	YIPF7	chr4	-	44624353	44653658	29305	44624430	44653641	29211
635	TAS1R1	chr1	+	6615337	6639817	24480	6615433	6639644	24211
721	INSL3	chr19	-	17927321	17932383	5062	17927662	17932315	4653
835	DNM1L	chr12	+	32832133	32898584	66451	32832297	32896344	64047
681	MKRN2	chr3	+	12598512	12625210	26698	12598649	12623752	25103
14	SETD2	chr3	-	47057897	47205467	147570	47058582	47205414	146832
609	EHMT2	chr6_mcf_hap5	-	3227409	3245364	17955	3227733	3245334	17601
1396	RBM41	chrX	-	106309532	106362057	52525	106310756	106362003	51247
16	FGGY	chr1	+	59762624	60228402	465778	59787221	60228256	441035
169	CEP97	chr3	+	101443493	101486181	42688	101443520	101484395	40875
1085	MAX	chr14	-	65541841	65569262	27421	65543193	65569057	25864
107	SYNRG	chr17	-	35874899	35969486	94587	35879042	35969403	90361
203	SARDH	chr9	-	136528683	136603479	74796	136529010	136599295	70285
1042	JKAMP	chr14	+	59951160	59972124	20964	59951307	59970790	19483
1001	CBX5	chr12	-	54624730	54653370	28640	54635538	54651434	15896
14	EML2	chr19	-	46112657	46146985	34328	46112920	46146846	33926
136	ACTN3	chr11	+	66314311	66330800	16489	66314408	66330664	16256
37	MTR	chr1	+	236958580	237067281	108701	236959003	237060944	101941
22	C11orf53	chr11	+	111126706	111156972	30266	111152158	111156779	4621
168	FAM174A	chr5	+	99871123	99922440	51317	99871234	99921888	50654
753	BMP1	chr8	+	22022652	22058996	36344	22022918	22058716	35798
165	SORBS1	chr10	-	97071529	97321177	249648	97074815	97200892	126077
948	MCM3AP-AS1	chr21	+	47649144	47671615	22471	47671615	47671615	0
821	PES1	chr22	-	30972611	31003000	30389	30973032	30980655	7623
752	CXADRP2	chr15	-	22014419	22016878	2459	22016878	22016878	0
1053	RPLP0P2	chr11	+	61382507	61406921	24414	61406921	61406921	0
897	AOC4P	chr17	+	41019161	41021234	2073	41021234	41021234	0
91	CAPZB	chr1	-	19665266	19812135	146869	19666060	19775408	109348
668	NDUFA4	chr7	-	10971579	10979813	8234	10973262	10979684	6422
1309	GPR150	chr5	+	94955979	94957284	1305	94955979	94957284	1305
721	LRRC48	chr17	+	17876126	17911142	35016	17880912	17910759	29847
163	LOC101927129	chr15	+	94443929	94517161	73232	94517161	94517161	0
585	DUX4L6	chrUn_gl000228	+	76141	77521	1380	76238	77513	1275
585	DUX4L6	chrUn_gl000228	+	72835	74215	1380	72932	74207	1275
294	DISC1	chr1	+	231762560	231954990	192430	231762613	231954271	191658
294	DISC1	chr1	+	231762560	232095249	332689	231762613	232094638	332025
294	DISC1	chr1	+	231762560	232145400	382840	231762613	232144637	382024
30	BTNL8	chr5	+	180326076	180377906	51830	180326310	180376955	50645
691	RNF182	chr6	+	13924676	13980240	55564	13977350	13978094	744
691	RNF182	chr6	+	13925423	13980240	54817	13977350	13978094	744
735	ULK2	chr17	-	19674142	19771239	97097	19679661	19770730	91069
102	ZNF438	chr10	-	31133564	31320866	187302	31133889	31146615	12726
218	CACNB4	chr2	-	152689285	152955593	266308	152695632	152955525	259893
975	RABL2B	chr22	-	51205919	51222087	16168	51207203	51220722	13519
842	C11orf91	chr11	-	33719653	33722286	2633	33719974	33722286	2312
1471	VANGL1	chr1	+	116184573	116240845	56272	116194034	116234000	39966
660	CIDEC	chr3	-	9908393	9921938	13545	9908817	9920170	11353
739	SGOL1	chr3	-	20209935	20227724	17789	20212195	20225519	13324
752	CDKN2A	chr9	-	21967750	21975132	7382	21968227	21974826	6599
92	KAT2B	chr3	+	20081523	20195896	114373	20081969	20194017	112048
143	RFC2	chr7	-	73645831	73668788	22957	73646435	73668713	22278
167	APAF1	chr12	+	99039077	99129211	90134	99042137	99126344	84207
29	TNIK	chr3	-	170780291	171178197	397906	170781669	171177852	396183
166	RMST	chr12	+	97858798	97927544	68746	97927544	97927544	0
1528	CETN4P	chr4	-	123651343	123653613	2270	123653613	123653613	0
1192	CRSP8P	chr5	-	79646423	79647785	1362	79647785	79647785	0
1464	CSDE1	chr1	-	115259533	115300671	41138	115260789	115282511	21722
1564	LIMS2	chr2	-	128395995	128405828	9833	128396855	128400550	3695
864	C11orf74	chr11	+	36616042	36680841	64799	36631653	36680736	49083
215	FAM231D	chr1	+	149287450	149291743	4293	149291743	149291743	0
2371	ATG16L1	chr2	+	234160216	234204320	44104	234172670	234202996	30326
2371	ATG16L1	chr2	+	234160216	234204320	44104	234171818	234202996	31178
223	GLRB	chr4	+	157997276	158093242	95966	157999176	158091591	92415
1113	LOC101928292	chr11	+	69300328	69308311	7983	69308311	69308311	0
925	ZNF234	chr19	+	44645709	44664462	18753	44648785	44662272	13487
73	ZMYND11	chr10	+	180404	300577	120173	225952	298410	72458
1839	TMA16	chr4	+	164415672	164441691	26019	164415953	164440666	24713
164	FGD6	chr12	-	95470524	95611240	140716	95475295	95611016	135721
144	SEPT9	chr17	+	75315596	75496678	181082	75316408	75494740	178332
1428	AHCYL1	chr1	+	110527386	110566364	38978	110527674	110564302	36628
103	MEMO1	chr2	-	32092893	32235698	142805	32093429	32235316	141887
88	DERA	chr12	+	16064185	16190315	126130	16064317	16189680	125363
1562	LINC00601	chr10	-	128102437	128110448	8011	128110448	128110448	0
10	MID1	chrX	-	10413349	10588674	175325	10417407	10535587	118180
734	ALDH3A2	chr17	+	19552063	19580908	28845	19552284	19578885	26601
873	GDNF	chr5	-	37812778	37839782	27004	37815752	37834898	19146
1755	OPN1MW	chrX	+	153448084	153462352	14268	153448166	153461531	13365
265	CSRP1	chr1	-	201452657	201465701	13044	201453840	201465431	11591
646	EIF3F	chr11	+	8008866	8017719	8853	8008899	8017569	8670
1400	SMC2	chr9	+	106856540	106903700	47160	106857665	106901596	43931
79	PLEKHG5	chr1	-	6526151	6557156	31005	6527622	6557091	29469
608	C6orf48	chr6_qbl_hap6	+	3096350	3101198	4848	3098761	3101095	2334
196	JADE1	chr4	+	129732998	129796379	63381	129752913	129793417	40504
1619	BRS3	chrX	+	135570124	135574598	4474	135570273	135574534	4261
1799	ACKR1	chr1	+	159173802	159176290	2488	159174749	159176240	1491
1039	TCN1	chr11	-	59620280	59634041	13761	59620447	59633943	13496
78	SAFB	chr19	+	5623045	5668489	45444	5623216	5668302	45086
14	GAGE8	chrX	+	49216658	49304144	87486	49236830	49304050	67220
1659	PCDHGB5	chr5	+	140777694	140892546	114852	140777694	140890740	113046
108	HEATR5B	chr2	-	37208152	37311485	103333	37208632	37310557	101925
235	PRKCI	chr3	+	169940219	170023770	83551	169940457	170020915	80458
76	NUP98	chr11	-	3733058	3819022	85964	3733772	3803347	69575
860	NNAT	chr20	+	36149606	36152090	2484	36149733	36151161	1428
1303	NFIL3	chr9	-	94171326	94186144	14818	94171627	94173016	1389
2369	NEU2	chr2	+	233897381	233899767	2386	233897381	233899767	2386
96	NEFM	chr8	+	24771273	24776606	5333	24771306	24776119	4813
954	SNAR-A6	chr19	+	48427035	48427156	121	48427156	48427156	0
971	SNAR-A8	chr19	-	50631658	50631779	121	50631779	50631779	0
971	SNAR-A8	chr19	-	50626330	50626451	121	50626451	50626451	0
971	SNAR-A8	chr19	-	50620976	50621097	121	50621097	50621097	0
971	SNAR-A8	chr19	-	50615624	50615745	121	50615745	50615745	0
971	SNAR-A8	chr19	-	50610270	50610391	121	50610391	50610391	0
106	CELF4	chr18	-	34823007	35146000	322993	34833773	35145604	311831
133	ATG4C	chr1	+	63249776	63330941	81165	63269457	63329830	60373
825	LTA	chr6	+	31539875	31542100	2225	31540519	31541470	951
126	C15orf65	chr15	+	55700722	55710910	10188	55700966	55710768	9802
104	FBXL2	chr3	+	33318936	33428757	109821	33319004	33427100	108096
1486	LOC100996263	chr1	-	118139453	118148392	8939	118148392	118148392	0
16	PRKCH	chr14	+	61788160	62017698	229538	61788819	62016549	227730
1144	BORA	chr13	+	73302041	73330336	28295	73302188	73329354	27166
74	ERC1	chr12	+	1100403	1605099	504696	1605099	1605099	0
620	RXRB	chr6_mcf_hap5	-	4635125	4642234	7109	4636222	4642014	5792
658	TTTY2B	chrY	+	9573894	9596085	22191	9596085	9596085	0
713	CROCCP3	chr1	-	16793930	16819196	25266	16819196	16819196	0
635	GAPDH	chr12	+	6643570	6647541	3971	6643998	6647336	3338
87	UTY	chrY	-	15360258	15592550	232292	15592550	15592550	0
225	ATP10B	chr5	-	159990126	160279219	289093	159992459	160115081	122622
233	KIF25	chr6	+	168418552	168445769	27217	168430265	168445676	15411
2085	NCBP2	chr3	-	196662272	196669464	7192	196663881	196669374	5493
74	HCG18	chr6_apd_hap1	-	1566816	1606562	39746	1606562	1606562	0
598	HCG18	chr6_cox_hap2	-	1767196	1806939	39743	1806939	1806939	0
74	HCG18	chr6_dbb_hap3	-	1548842	1588581	39739	1588581	1588581	0
791	CENPA	chr2	+	27008882	27017455	8573	27009064	27016147	7083
1363	BHLHB9	chrX	+	101975641	102007369	31728	102003923	102005567	1644
98	ABI1	chr10	-	27035524	27150016	114492	27037498	27149792	112294
1745	ZNF185	chrX	+	152110214	152142025	31811	152110252	152139085	28833
250	SORBS2	chr4	-	186506597	186578123	71526	186508780	186577792	69012
1	LTBP1	chr2	+	33359663	33624575	264912	33359804	33623612	263808
606	ATP6V1G2	chr6_qbl_hap6	-	2805902	2808296	2394	2806859	2807620	761
1911	SNORD75	chr1	-	173836016	173836076	60	173836076	173836076	0
1911	SNORD80	chr1	-	173833970	173834041	71	173834041	173834041	0
1911	SNORD79	chr1	-	173834487	173834568	81	173834568	173834568	0
1299	FGFBP3	chr10	-	93666344	93669258	2914	93667949	93668726	777
1068	AMER1	chrX	-	63404996	63425624	20628	63409758	63413166	3408
940	IGFL3	chr19	-	46623327	46627931	4604	46623586	46627906	4320
636	GVINP1	chr11	-	6734380	6743110	8730	6743110	6743110	0
1911	SNORD78	chr1	-	173834770	173834824	54	173834824	173834824	0
1911	SNORD77	chr1	-	173835448	173835509	61	173835509	173835509	0
1911	SNORD76	chr1	-	173835772	173835853	81	173835853	173835853	0
1764	TLR2	chr4	+	154605440	154627242	21802	154624059	154626414	2355
165	ELK3	chr12	+	96588206	96661606	73400	96617344	96660958	43614
123	SFMBT1	chr3	-	52937582	53080089	142507	52939151	53003144	63993
853	ZNF302	chr19	+	35168543	35177302	8759	35169709	35175078	5369
1269	TRIM49D1	chr11	+	89659929	89666168	6239	89659929	89666053	6124
959	TRIM49B	chr11	+	49053151	49059529	6378	49053151	49059529	6378
671	AMELX	chrX	+	11311532	11318881	7349	11312908	11318732	5824
617	TAP2	chr6_mann_hap4	-	4250381	4263797	13416	4253877	4263205	9328
669	C19orf52	chr19	+	11039423	11040916	1493	11039498	11040378	880
2027	TRIML1	chr4	+	189060597	189068649	8052	189060712	189068526	7814
1501	CT47A8	chrX	-	120072555	120075873	3318	120073864	120075618	1754
1501	CT47A8	chrX	-	120077415	120080733	3318	120078724	120080478	1754
1501	CT47A8	chrX	-	120082276	120085594	3318	120083585	120085339	1754
1501	CT47A8	chrX	-	120096880	120100198	3318	120098189	120099943	1754
1501	CT47A8	chrX	-	120101740	120105058	3318	120103049	120104803	1754
1501	CT47A8	chrX	-	120106600	120109918	3318	120107909	120109663	1754
1465	NRAP	chr10	-	115348582	115423829	75247	115348733	115423641	74908
1274	MESP2	chr15	+	90319588	90321982	2394	90319588	90321565	1977
981	INTS6	chr13	-	52023619	52027275	3656	52025151	52026661	1510
981	INTS6	chr13	-	51935700	52027275	91575	51939887	52026622	86735
1263	NUTM2A	chr10	+	88985204	88994733	9529	88985587	88994465	8878
143	TERF1	chr8	+	73921096	73959987	38891	73921121	73958372	37251
1070	MARK2	chr11	+	63655986	63678492	22506	63662675	63676709	14034
1165	ZP3	chr7	+	76054271	76071388	17117	76054281	76071373	17092
1313	NR2C1	chr12	-	95424184	95467404	43220	95424590	95461160	36570
2042	DUX4L2	chr4	+	191012062	191013442	1380	191012159	191013434	1275
2042	DUX4L2	chr4	+	191005469	191006849	1380	191005566	191006841	1275
752	RAP1GAP	chr1	-	21922707	21978348	55641	21924212	21978315	54103
83	MRVI1	chr11	-	10594637	10715535	120898	10597878	10647935	50057
602	MLST8	chr16	+	2255177	2259418	4241	2256086	2258878	2792
1156	MGAT5B	chr17	+	74864797	74946471	81674	74865111	74944920	79809
749	IAPP	chr12	+	21525801	21532914	7113	21526285	21531360	5075
895	HSD17B1	chr17	+	40703983	40707232	3249	40704951	40706956	2005
200	CDV3	chr3	+	133293277	133309118	15841	133293948	133306018	12070
200	CDV3	chr3	+	133293277	133309118	15841	133293948	133307203	13255
200	CDV3	chr3	+	133293277	133309118	15841	133293948	133306890	12942
1009	PPP1R12C	chr19	-	55602280	55628968	26688	55602839	55628911	26072
818	LIF	chr22	-	30636435	30642840	6405	30639802	30642684	2882
792	MED21	chr12	+	27175454	27183606	8152	27175512	27180331	4819
898	TREML1	chr6	-	41116998	41122087	5089	41117341	41122026	4685
1004	PFKFB1	chrX	-	54959566	55024967	65401	54959835	55024866	65031
107	CXorf30	chrX	+	36246895	36403434	156539	36303817	36403121	99304
2428	AQP12B	chr2	-	241615834	241622317	6483	241615961	241622254	6293
605	HCG27	chr6_cox_hap2	+	2680309	2686515	6206	2686515	2686515	0
182	ACTR3	chr2	+	114647510	114719129	71619	114719129	114719129	0
141	LRRC20	chr10	-	72058725	72142406	83681	72142406	72142406	0
599	DHX16	chr6_dbb_hap3	-	1914526	1934492	19966	1914649	1934421	19772
611	DOHH	chr19	-	3490818	3500938	10120	3491489	3496812	5323
1727	TCOF1	chr5	+	149737201	149779871	42670	149737309	149778611	41302
2117	C1orf106	chr1	+	200863948	200884864	20916	200867528	200882757	15229
603	ZBED1	chrX	-	2404454	2419008	14554	2406675	2408760	2085
75	ZBED1	chrY	-	2354454	2369008	14554	2356675	2358760	2085
173	LRP12	chr8	-	105501458	105601252	99794	105502900	105601125	98225
1362	YWHAZ	chr8	-	101930803	101962799	31996	101932920	101961117	28197
1362	YWHAZ	chr8	-	101930803	101963560	32757	101932920	101961117	28197
1299	TMED5	chr1	-	93615298	93646246	30948	93620383	93645799	25416
600	DHX16	chr6_mann_hap4	-	1968962	1988926	19964	1969085	1988855	19770
725	DZANK1	chr20	-	18364010	18447829	83819	18365042	18446002	80960
626	NLRP1	chr17	-	5404718	5487832	83114	5405133	5487277	82144
139	DCAF5	chr14	-	69517636	69619316	101680	69520573	69589045	68472
1127	MED6	chr14	-	71049937	71067407	17470	71050810	71067354	16544
1127	MED6	chr14	-	71049937	71067407	17470	71051608	71067354	15746
1127	MED6	chr14	-	71049937	71067407	17470	71051529	71067354	15825
769	ZFX	chrX	+	24167853	24234372	66519	24190859	24229493	38634
1568	XPNPEP2	chrX	+	128872945	128903525	30580	128873189	128902461	29272
1150	KCNE3	chr11	-	74165885	74178600	12715	74168296	74168608	312
15	LPCAT2	chr16	+	55542912	55620582	77670	55543093	55617010	73917
939	CHRM4	chr11	-	46406639	46408107	1468	46406667	46408107	1440
203	CHRM2	chr7	+	136553831	136701771	147940	136699612	136701013	1401
301	CHRM3	chr1	+	239792372	240072717	280345	240070751	240072524	1773
2086	CFHR3	chr1	+	196743929	196763203	19274	196744016	196762643	18627
1131	MARVELD3	chr16	+	71660055	71670108	10053	71660132	71668706	8574
169	SLC25A47	chr14	+	100789678	100796715	7037	100789751	100795982	6231
110	DHX57	chr2	-	39024875	39103021	78146	39025440	39095547	70107
1580	IGSF1	chrX	-	130418139	130423403	5264	130419090	130420648	1558
1438	CHIA	chr1	+	111833473	111863188	29715	111857901	111863088	5187
1431	SLC16A4	chr1	-	110905472	110933704	28232	110906387	110931945	25558
599	IRX4	chr5	-	1877540	1882880	5340	1878082	1882761	4679
121	LIMA1	chr12	-	50569562	50677353	107791	50570846	50642534	71688
1052	SLCO4A1	chr20	+	61273796	61303647	29851	61287806	61303245	15439
132	ZBTB46	chr20	-	62375020	62436856	61836	62378282	62422110	43828
1605	BNIP3	chr10	-	133781203	133795435	14232	133782027	133795310	13283
1033	ARID4A	chr14	+	58765221	58840451	75230	58766572	58838707	72135
1893	PRRC2C	chr1	+	171454665	171562650	107985	171481227	171560986	79759
210	PLAGL1	chr6	-	144261436	144329541	68105	144262560	144269273	6713
1271	TCF25	chr16	+	89939993	89977792	37799	89940075	89977646	37571
79	PLEKHG6	chr12	+	6419601	6437672	18071	6421392	6437311	15919
1276	ARRDC3	chr5	-	90664540	90679149	14609	90667216	90678909	11693
849	CCL19	chr9	-	34689566	34691274	1708	34689815	34691136	1321
2042	DUX2	chr4	+	191005469	191006849	1380	191005566	191006841	1275
2042	DUX2	chr4	+	190995582	190996962	1380	190995679	190996954	1275
2042	DUX2	chr4	+	190998875	191000255	1380	190998972	191000247	1275
74	ADIPOR2	chr12	+	1800246	1897845	97599	1863509	1895238	31729
631	TSPY2	chrY	+	6114263	6117053	2790	6114309	6116866	2557
1165	FLVCR2	chr14	+	76044939	76114512	69573	76045315	76112815	67500
183	RGS3	chr9	+	116225979	116304371	78392	116226082	116303707	77625
1057	GH2	chr17	-	61957571	61959302	1731	61957680	61959161	1481
1736	ASB10	chr7	-	150872784	150884919	12135	150873198	150884809	11611
305	CEP170	chr1	-	243287729	243418708	130979	243289750	243388582	98832
1562	METTL2B	chr7	+	128116782	128142978	26196	128116819	128141970	25151
98	LIN28A	chr1	+	26737268	26756219	18951	26737382	26752949	15567
589	PHRF1	chr11	+	576445	612222	35777	581512	611777	30265
1411	KIAA1524	chr3	-	108268717	108308491	39774	108269995	108308222	38227
1202	ANTXR2	chr4	-	80898661	80994477	95816	80898732	80993714	94982
147	SCEL	chr13	+	78109808	78219398	109590	78130010	78218409	88399
79	RREB1	chr6	+	7107829	7252213	144384	7182144	7249201	67057
941	PLA2G7	chr6	-	46672052	46703430	31378	46672296	46690628	18332
1564	POU5F1B	chr8	+	128427856	128429441	1585	128428111	128429191	1080
1292	SAMD9	chr7	-	92728825	92747336	18511	92730640	92735410	4770
34	HHAT	chr1	+	210502249	210849638	347389	210502354	210847721	345367
594	HCG4B	chr6_qbl_hap6	-	1187015	1189600	2585	1189600	1189600	0
2118	KIF21B	chr1	-	200938513	200992828	54315	200942648	200992511	49863
746	NATD1	chr17	-	21142183	21156578	14395	21146625	21156576	9951
1605	FIBCD1	chr9	-	133777824	133814239	36415	133779450	133813994	34544
698	H2AFJ	chr12	+	14927269	14930936	3667	14927404	14927794	390
913	CYB5R3	chr22	-	43013845	43042995	29150	43015778	43032804	17026
87	UTY	chrY	-	15360258	15592550	232292	15361735	15591545	229810
179	DIXDC1	chr11	+	111797867	111846719	48852	111800577	111845711	45134
10	LDLRAD4	chr18	+	13278103	13652753	374650	13387721	13645656	257935
870	MPST	chr22	+	37415682	37425863	10181	37420256	37425555	5299
1754	FBXW7	chr4	-	153242409	153303664	61255	153244032	153303487	59455
1542	CHEK1	chr11	+	125495030	125527042	32012	125496663	125525215	28552
1203	PRDM8	chr4	+	81118656	81125482	6826	81121234	81124686	3452
115	PREPL	chr2	-	44544747	44586888	42141	44548494	44586854	38360
1382	ASPG	chr14	+	104552022	104579046	27024	104552107	104578881	26774
128	TSFM	chr12	+	58176527	58196639	20112	58176584	58196414	19830
83	SMARCA4	chr19	+	11094827	11172958	78131	11094827	11172492	77665
1186	HYKK	chr15	+	78799905	78829715	29810	78805430	78829643	24213
1814	NR1I3	chr1	-	161199455	161208000	8545	161199586	161207850	8264
1061	C11orf83	chr11	+	62439125	62441162	2037	62439217	62439586	369
2083	PIGX	chr3	+	196439244	196462876	23632	196439403	196460773	21370
2154	RAB29	chr1	-	205737113	205744610	7497	205739469	205740761	1292
2154	RAB29	chr1	-	205737113	205744610	7497	205739469	205744084	4615
143	TMEM2	chr9	-	74298281	74383800	85519	74300112	74365289	65177
1397	PIH1D3	chrX	+	106449861	106487473	37612	106456105	106486528	30423
954	FBXW12	chr3	+	48413708	48436190	22482	48414257	48436124	21867
1239	C16orf74	chr16	-	85741123	85784689	43566	85741613	85768823	27210
947	FTCD	chr21	-	47556693	47575481	18788	47556900	47575437	18537
15	TCEANC2	chr1	+	54519273	54565416	46143	54520095	54562146	42051
216	PASD1	chrX	+	150732006	150845211	113205	150770025	150844615	74590
903	LTK	chr15	-	41795839	41806085	10246	41796193	41805907	9714
1414	NBPF4	chr1	-	108765962	108786703	20741	108766326	108786383	20057
177	CHRDL1	chrX	-	109917083	110039286	122203	109919458	110035409	115951
141	DYSF	chr2	+	71680752	71913893	233141	71681128	71913622	232494
1083	LTBP3	chr11	-	65306029	65325699	19670	65306550	65321831	15281
2206	PPP2R5A	chr1	+	212475147	212535205	60058	212475424	212534112	58688
120	CPT1C	chr19	+	50194364	50216988	22624	50195509	50216862	21353
608	TNF	chr6_cox_hap2	+	3052959	3055728	2769	3053134	3054930	1796
1164	TMEM30A	chr6	-	75962637	75994632	31995	75965817	75994354	28537
606	TNF	chr6_qbl_hap6	+	2836981	2839752	2771	2837156	2838954	1798
606	TNF	chr6_ssto_hap7	+	2874144	2876913	2769	2874319	2876115	1796
1734	NOS3	chr7	+	150688143	150711687	23544	150690891	150711257	20366
955	PFKM	chr12	+	48516429	48540187	23758	48516557	48539491	22934
672	TMEM205	chr19	-	11453451	11456981	3530	11453490	11456295	2805
609	PITRM1	chr10	-	3179918	3215033	35115	3180222	3214964	34742
2121	SGOL2	chr2	+	201390864	201445391	54527	201397698	201445261	47563
